Word,Freq_Per_Mil1,Log_Freq_Per_Mil1,Word_Length,Word_Syll
4337,broccoli,2.27,2.0682,8.0,3.0
4338,brochure,1.9,1.9912,8.0,2.0
4339,brochures,1.14,1.7709,9.0,2.0
4340,broil,0.29,1.2041,5.0,1.0
4341,broiled,0.25,1.1461,7.0,1.0
4342,broiler,0.2,1.0414,7.0,2.0
4343,broiling,0.08,0.699,8.0,2.0
4344,broke,105.0,3.7288,5.0,1.0
4345,broken,71.25,3.5605,6.0,2.0
4346,broker,3.63,2.2695,6.0,2.0
4347,brokerage,0.55,1.4624,9.0,3.0
4348,brokerages,0.04,0.4771,10.0,4.0
4349,brokered,0.41,1.3424,8.0,2.0
4350,brokering,0.16,0.9542,9.0,3.0
4351,brokers,1.1,1.7559,7.0,2.0
4352,brolly,0.02,0.301,6.0,2.0
4353,bromide,0.45,1.3802,7.0,2.0
4354,bromides,0.04,0.4771,8.0,2.0
4355,bronc,0.63,1.5185,5.0,1.0
4356,bronchial,0.33,1.2553,9.0,3.0
4357,bronchitis,0.35,1.2788,10.0,3.0
4358,brontosaurus,0.22,1.0792,12.0,4.0
4359,bronze,2.8,2.1584,6.0,1.0
4360,bronzed,0.33,1.2553,7.0,1.0
4361,bronzes,0.1,0.7782,7.0,2.0
4362,brooch,1.31,1.8325,6.0,1.0
4363,brood,1.08,1.7482,5.0,1.0
4364,brooded,0.06,0.6021,7.0,2.0
4365,brooding,0.96,1.699,8.0,2.0
4366,broody,0.16,0.9542,6.0,2.0
4367,brook,2.04,2.0212,5.0,1.0
4368,brooking,0.02,0.301,8.0,2.0
4369,broom,4.76,2.3874,5.0,1.0
4370,brooms,0.47,1.3979,6.0,1.0
4371,broomstick,0.84,1.6435,10.0,2.0
4372,broomsticks,0.29,1.2041,11.0,2.0
4373,broth,0.88,1.6628,5.0,1.0
4374,brothel,1.61,1.9191,7.0,2.0
4375,brothels,0.27,1.1761,8.0,2.0
4376,brother,283.94,4.1608,7.0,2.0
4377,brotherhood,4.16,2.3284,11.0,3.0
4378,brotherly,0.84,1.6435,9.0,3.0
4379,brothers,47.06,3.3804,8.0,2.0
4380,broths,0.02,0.301,6.0,1.0
4381,brought,172.27,3.9438,7.0,1.0
4382,brouhaha,0.22,1.0792,8.0,3.0
4383,brow,1.84,1.9777,4.0,1.0
4384,browbeat,0.06,0.6021,8.0,2.0
4385,browned,0.1,0.7782,7.0,1.0
4386,brownies,2.82,2.1614,8.0,2.0
4387,brownish,0.24,1.1139,8.0,2.0
4388,brownout,0.1,0.7782,8.0,2.0
4389,brownouts,0.04,0.4771,9.0,2.0
4390,browns,1.51,1.8921,6.0,1.0
4391,brownstone,0.49,1.415,10.0,2.0
4392,brows,0.24,1.1139,5.0,1.0
4393,browse,0.59,1.4914,6.0,1.0
4394,browser,0.18,1.0,7.0,2.0
4395,browsers,0.02,0.301,8.0,2.0
4396,browsing,1.02,1.7243,8.0,2.0
4397,bruise,3.24,2.2201,6.0,1.0
4398,bruised,2.1,2.0334,7.0,1.0
4399,bruises,5.27,2.4314,7.0,2.0
4400,bruising,1.69,1.9395,8.0,2.0
4401,brunch,3.71,2.2788,6.0,1.0
4402,brunches,0.1,0.7782,8.0,2.0
4403,brunet,0.02,0.301,6.0,2.0
4404,brunette,3.49,2.2529,8.0,2.0
4405,brunettes,0.35,1.2788,9.0,2.0
4406,brunt,0.49,1.415,5.0,1.0
4407,brush,14.16,2.8591,5.0,1.0
4408,brushed,2.41,2.0934,7.0,1.0
4409,brushes,1.41,1.8633,7.0,2.0
4410,brushfire,0.04,0.4771,9.0,2.0
4411,brushing,2.18,2.0492,8.0,2.0
4412,brushwork,0.02,0.301,9.0,2.0
4413,brusque,0.08,0.699,7.0,1.0
4414,brussel,0.06,0.6021,7.0,2.0
4415,brutal,7.35,2.5752,6.0,2.0
4416,brutalities,0.02,0.301,11.0,4.0
4417,brutality,2.2,2.0531,9.0,4.0
4418,brutalize,0.08,0.699,9.0,3.0
4419,brutalized,0.22,1.0792,10.0,3.0
4420,brutalizes,0.02,0.301,10.0,4.0
4421,brutalizing,0.06,0.6021,11.0,4.0
4422,brutally,1.8,1.9685,8.0,3.0
4423,brute,3.18,2.2122,5.0,1.0
4424,brutish,0.41,1.3424,7.0,2.0
4425,bub,1.63,1.9243,3.0,1.0
4426,bubble,8.0,2.6117,6.0,2.0
4427,bubbled,0.06,0.6021,7.0,2.0
4428,bubbles,5.98,2.4857,7.0,2.0
4429,bubbling,1.1,1.7559,8.0,3.0
4430,bubbly,1.37,1.8513,6.0,2.0
4431,bubonic,0.41,1.3424,7.0,3.0
4432,buccal,0.06,0.6021,6.0,2.0
4433,buccaneer,0.12,0.8451,9.0,3.0
4434,bucked,0.31,1.2304,6.0,1.0
4435,bucket,10.02,2.7093,6.0,2.0
4436,buckets,2.78,2.1553,7.0,2.0
4437,buckeye,0.18,1.0,7.0,2.0
4438,bucking,1.25,1.8129,7.0,2.0
4439,buckle,5.04,2.4116,6.0,2.0
4440,buckled,0.59,1.4914,7.0,2.0
4441,buckles,0.59,1.4914,7.0,2.0
4442,buckling,0.35,1.2788,8.0,2.0
4443,bucko,0.63,1.5185,5.0,2.0
4444,bucks,56.2,3.4574,5.0,1.0
4445,buckshot,1.02,1.7243,8.0,2.0
4446,buckskin,0.14,0.9031,8.0,2.0
4447,buckskins,0.02,0.301,9.0,2.0
4448,bucolic,0.14,0.9031,7.0,3.0
4449,buddie,0.04,0.4771,6.0,2.0
4450,buddies,12.14,2.7924,7.0,2.0
4451,budding,0.65,1.5315,7.0,2.0
4452,buddy,102.88,3.72,5.0,2.0
4453,budge,2.04,2.0212,5.0,1.0
4454,budged,0.12,0.8451,6.0,1.0
4455,budget,10.06,2.711,6.0,2.0
4456,budgetary,0.14,0.9031,9.0,4.0
4457,budgeted,0.16,0.9542,8.0,3.0
4458,budgeting,0.08,0.699,9.0,3.0
4459,budgets,0.49,1.415,7.0,2.0
4460,budging,0.16,0.9542,7.0,2.0
4461,buds,1.76,1.959,4.0,1.0
4462,buff,2.49,2.1072,4.0,1.0
4463,buffalos,0.06,0.6021,8.0,3.0
4464,buffer,1.67,1.9345,6.0,2.0
4465,buffered,0.04,0.4771,8.0,2.0
4466,buffering,0.08,0.699,9.0,3.0
4467,buffers,0.2,1.0414,7.0,2.0
4468,buffet,4.43,2.356,6.0,2.0
4469,buffeted,0.08,0.699,8.0,2.0
4470,buffeting,0.02,0.301,9.0,3.0
4471,buffets,0.22,1.0792,7.0,2.0
4472,buffo,0.02,0.301,5.0,2.0
4473,buffoon,0.86,1.6532,7.0,2.0
4474,buffs,0.14,0.9031,5.0,1.0
4475,bug,20.94,3.029,3.0,1.0
4476,bugaboo,0.14,0.9031,7.0,3.0
4477,bugged,2.55,2.1173,6.0,1.0
4478,bugger,4.35,2.3483,6.0,2.0
4479,buggers,0.82,1.6335,7.0,2.0
4480,buggies,0.41,1.3424,7.0,2.0
4481,bugging,4.59,2.3711,7.0,2.0
4482,buggy,2.49,2.1072,5.0,2.0
4483,bugle,1.73,1.9494,5.0,2.0
4484,bugles,0.33,1.2553,6.0,2.0
4485,bugling,0.22,1.0792,7.0,3.0
4486,bugs,13.63,2.8426,4.0,1.0
4487,build,48.08,3.3897,5.0,1.0
4488,builder,0.94,1.6902,7.0,2.0
4489,builders,0.59,1.4914,8.0,2.0
4490,building,99.57,3.7058,8.0,2.0
4491,buildings,9.98,2.7076,9.0,2.0
4492,builds,3.51,2.2553,6.0,1.0
4493,buildup,1.16,1.7782,7.0,2.0
4494,buildups,0.04,0.4771,8.0,2.0
4495,built,41.16,3.3222,5.0,1.0
4496,bulb,3.92,2.3032,4.0,1.0
4497,bulbous,0.22,1.0792,7.0,2.0
4498,bulbs,1.71,1.9445,5.0,1.0
4499,bulge,0.94,1.6902,5.0,1.0
4500,bulged,0.02,0.301,6.0,1.0
4501,bulges,0.1,0.7782,6.0,2.0
4502,bulging,0.78,1.6128,7.0,2.0
4503,bulimia,0.37,1.301,7.0,4.0
4504,bulimic,0.57,1.4771,7.0,3.0
4505,bulk,1.9,1.9912,4.0,1.0
4506,bulkhead,0.94,1.6902,8.0,2.0
4507,bulkheads,0.08,0.699,9.0,2.0
4508,bulkier,0.04,0.4771,7.0,3.0
4509,bulky,0.51,1.4314,5.0,2.0
4510,bull,27.51,3.1474,4.0,1.0
4511,bulla,0.02,0.301,5.0,2.0
4512,bulldoze,0.27,1.1761,8.0,2.0
4513,bulldozed,0.06,0.6021,9.0,2.0
4514,bulldozer,1.29,1.8261,9.0,3.0
4515,bulldozers,0.43,1.3617,10.0,3.0
4516,bulldozes,0.04,0.4771,9.0,3.0
4517,bulldozing,0.16,0.9542,10.0,3.0
4518,buller,0.02,0.301,6.0,2.0
4519,bullet,38.24,3.2903,6.0,2.0
4520,bulletin,3.59,2.2648,8.0,3.0
4521,bulletins,0.33,1.2553,9.0,3.0
4522,bulletproof,2.55,2.1173,11.0,3.0
4523,bullets,17.67,2.9552,7.0,2.0
4524,bullfight,0.29,1.2041,9.0,2.0
4525,bullfighter,0.67,1.5441,11.0,3.0
4526,bullfighting,0.27,1.1761,12.0,3.0
4527,bullfights,0.12,0.8451,10.0,2.0
4528,bullfrog,0.51,1.4314,8.0,2.0
4529,bullfrogs,0.04,0.4771,9.0,2.0
4530,bullheads,0.04,0.4771,9.0,2.0
4531,bullhorn,0.45,1.3802,8.0,2.0
4532,bullhorns,0.04,0.4771,9.0,2.0
4533,bullied,1.69,1.9395,7.0,2.0
4534,bullies,1.75,1.9542,7.0,2.0
4535,bullion,0.84,1.6435,7.0,2.0
4536,bullish,0.02,0.301,7.0,2.0
4537,bullpen,0.65,1.5315,7.0,2.0
4538,bulls,5.18,2.4232,5.0,1.0
4539,bullshit,69.35,3.5488,8.0,2.0
4540,bully,7.22,2.567,5.0,2.0
4541,bullying,0.98,1.7076,8.0,3.0
4542,bulwark,0.16,0.9542,7.0,2.0
4543,bum,15.43,2.8965,3.0,1.0
4544,bumble,0.24,1.1139,6.0,2.0
4545,bumbling,0.43,1.3617,8.0,3.0
4546,bummed,2.33,2.0792,6.0,1.0
4547,bummer,4.16,2.3284,6.0,2.0
4548,bump,12.35,2.8,4.0,1.0
4549,bumped,6.08,2.4928,6.0,1.0
4550,bumper,3.55,2.2601,6.0,2.0
4551,bumpers,0.31,1.2304,7.0,2.0
4552,bumping,1.84,1.9777,7.0,2.0
4553,bumpkin,0.37,1.301,7.0,2.0
4554,bumps,3.47,2.2504,5.0,1.0
4555,bums,3.73,2.281,4.0,1.0
4556,bun,2.88,2.1703,3.0,1.0
4557,bunce,0.04,0.4771,5.0,1.0
4558,bunch,58.88,3.4777,5.0,1.0
4559,bunched,0.2,1.0414,7.0,1.0
4560,bunches,0.75,1.5911,7.0,2.0
4561,bunching,0.06,0.6021,8.0,2.0
4562,bunchy,0.02,0.301,6.0,2.0
4563,bundle,3.9,2.301,6.0,2.0
4564,bundled,0.31,1.2304,7.0,2.0
4565,bundles,0.9,1.6721,7.0,2.0
4566,bundling,0.06,0.6021,8.0,3.0
4567,bungalow,1.65,1.9294,8.0,3.0
4568,bungalows,0.25,1.1461,9.0,3.0
4569,bungee,0.71,1.5682,6.0,2.0
4570,bungled,0.41,1.3424,7.0,2.0
4571,bungler,0.12,0.8451,7.0,2.0
4572,bunglers,0.06,0.6021,8.0,2.0
4573,bungling,0.33,1.2553,8.0,3.0
4574,bunk,6.27,2.5065,4.0,1.0
4575,bunker,4.69,2.3802,6.0,2.0
4576,bunkers,0.78,1.6128,7.0,2.0
4577,bunks,1.08,1.7482,5.0,1.0
4578,bunnies,1.8,1.9685,7.0,2.0
4579,buns,3.78,2.2878,4.0,1.0
4580,bunting,0.22,1.0792,7.0,2.0
4581,buoy,1.18,1.7853,4.0,2.0
4582,buoyancy,0.35,1.2788,8.0,3.0
4583,buoyant,0.18,1.0,7.0,2.0
4584,buoyed,0.1,0.7782,6.0,2.0
4585,buoys,0.2,1.0414,5.0,2.0
4586,bur,0.12,0.8451,3.0,1.0
4587,burble,0.04,0.4771,6.0,2.0
4588,burbled,0.04,0.4771,7.0,2.0
4589,burbles,0.02,0.301,7.0,2.0
4590,burbling,0.06,0.6021,8.0,2.0
4591,burden,9.82,2.7007,6.0,2.0
4592,burdened,0.65,1.5315,8.0,2.0
4593,burdens,0.88,1.6628,7.0,2.0
4594,burdensome,0.02,0.301,10.0,3.0
4595,bureaucracies,0.06,0.6021,13.0,4.0
4596,bureaucracy,0.51,1.4314,11.0,4.0
4597,bureaucrat,0.57,1.4771,10.0,3.0
4598,bureaucratic,0.8,1.6232,12.0,4.0
4599,bureaucrats,0.65,1.5315,11.0,3.0
4600,bureaus,0.14,0.9031,7.0,2.0
4601,burg,0.55,1.4624,4.0,1.0
4602,burgeoning,0.33,1.2553,10.0,3.0
4603,burger,10.24,2.7185,6.0,2.0
4604,burgers,5.0,2.4082,7.0,2.0
4605,burglar,5.53,2.4518,7.0,2.0
4606,burglaries,0.8,1.6232,10.0,3.0
4607,burglarize,0.06,0.6021,10.0,3.0
4608,burglarized,0.2,1.0414,11.0,3.0
4609,burglars,2.1,2.0334,8.0,2.0
4610,burglary,3.57,2.2625,8.0,3.0
4611,burgling,0.16,0.9542,8.0,2.0
4612,burgomaster,0.43,1.3617,11.0,4.0
4613,burial,4.75,2.3856,6.0,3.0
4614,burials,0.2,1.0414,7.0,3.0
4615,buried,34.08,3.2403,6.0,2.0
4616,buries,0.76,1.6021,6.0,2.0
4617,burlap,0.22,1.0792,6.0,2.0
4618,burlesque,0.71,1.5682,9.0,2.0
4619,burly,0.33,1.2553,5.0,2.0
4620,burn,55.22,3.4498,4.0,1.0
4621,burned,28.39,3.1611,6.0,1.0
4622,burner,1.82,1.9731,6.0,2.0
4623,burners,0.55,1.4624,7.0,2.0
4624,burning,30.61,3.1937,7.0,2.0
4625,burnings,0.1,0.7782,8.0,2.0
4626,burnished,0.04,0.4771,9.0,2.0
4627,burnout,0.24,1.1139,7.0,2.0
4628,burnt,9.57,2.6893,5.0,1.0
4629,burp,1.29,1.8261,4.0,1.0
4630,burping,0.47,1.3979,7.0,2.0
4631,burrito,1.65,1.9294,7.0,3.0
4632,burritos,0.73,1.5798,8.0,3.0
4633,burro,0.9,1.6721,5.0,2.0
4634,burros,0.57,1.4771,6.0,2.0
4635,burrow,0.55,1.4624,6.0,2.0
4636,burrower,0.06,0.6021,8.0,3.0
4637,burrowing,0.43,1.3617,9.0,3.0
4638,burry,0.12,0.8451,5.0,2.0
4639,burse,0.02,0.301,5.0,1.0
4640,burst,8.53,2.6395,5.0,1.0
4641,bursting,2.33,2.0792,8.0,2.0
4642,bursts,1.14,1.7709,6.0,1.0
4643,bury,20.67,3.0233,4.0,2.0
4644,burying,2.33,2.0792,7.0,3.0
4645,bus,74.18,3.578,3.0,1.0
4646,busboy,1.69,1.9395,6.0,2.0
4647,busboys,0.47,1.3979,7.0,2.0
4648,bused,0.02,0.301,5.0,1.0
4649,buses,3.94,2.3054,5.0,2.0
4650,bush,14.12,2.8579,4.0,1.0
4651,bushel,0.63,1.5185,6.0,2.0
4652,bushels,0.16,0.9542,7.0,2.0
4653,busher,0.02,0.301,6.0,2.0
4654,bushes,4.88,2.3979,6.0,2.0
4655,bushings,0.04,0.4771,8.0,2.0
4656,bushwhack,0.2,1.0414,9.0,2.0
4657,bushwhacked,0.22,1.0792,11.0,2.0
4658,bushwhacking,0.08,0.699,12.0,3.0
4659,bushy,0.49,1.415,5.0,2.0
4660,busied,0.04,0.4771,6.0,2.0
4661,busier,0.55,1.4624,6.0,3.0
4662,busiest,0.86,1.6532,7.0,3.0
4663,busily,0.08,0.699,6.0,3.0
4664,business,321.0,4.2141,8.0,2.0
4665,businesses,3.04,2.1931,10.0,3.0
4666,businesslike,0.24,1.1139,12.0,3.0
4667,businessman,7.92,2.6075,11.0,3.0
4668,businessmen,2.47,2.1038,11.0,3.0
4669,businessperson,0.04,0.4771,14.0,4.0
4670,businesswoman,0.49,1.415,13.0,4.0
4671,businesswomen,0.2,1.0414,13.0,4.0
4672,busing,0.27,1.1761,6.0,2.0
4673,busload,0.47,1.3979,7.0,2.0
4674,busloads,0.06,0.6021,8.0,2.0
4675,buss,0.18,1.0,4.0,1.0
4676,bussed,0.1,0.7782,6.0,1.0
4677,busses,0.24,1.1139,6.0,2.0
4678,bussing,0.2,1.0414,7.0,2.0
4679,bust,27.57,3.1483,4.0,1.0
4680,bustard,0.06,0.6021,7.0,2.0
4681,busted,22.9,3.0678,6.0,2.0
4682,busters,0.33,1.2553,7.0,2.0
4683,bustier,0.18,1.0,7.0,2.0
4684,busting,5.78,2.4713,7.0,2.0
4685,bustle,0.82,1.6335,6.0,2.0
4686,bustling,0.27,1.1761,8.0,3.0
4687,busts,1.41,1.8633,5.0,1.0
4688,busty,0.24,1.1139,5.0,2.0
4689,busy,106.53,3.7351,4.0,2.0
4690,but,4417.47,5.3527,3.0,1.0
4691,butane,0.29,1.2041,6.0,2.0
4692,butcher,8.51,2.6385,7.0,2.0
4693,butchered,1.53,1.8976,9.0,2.0
4694,butchering,0.31,1.2304,10.0,3.0
4695,butchers,0.8,1.6232,8.0,2.0
4696,butchery,0.25,1.1461,8.0,3.0
4697,butler,9.96,2.7067,6.0,2.0
4698,butlers,0.65,1.5315,7.0,2.0
4699,buts,1.59,1.9138,4.0,1.0
4700,butt,38.57,3.294,4.0,1.0
4701,butter,20.43,3.0183,6.0,2.0
4702,butterball,0.33,1.2553,10.0,3.0
4703,butterballs,0.2,1.0414,11.0,3.0
4704,buttercups,0.1,0.7782,10.0,3.0
4705,buttered,0.82,1.6335,8.0,2.0
4706,butterfat,0.04,0.4771,9.0,3.0
4707,butterflies,2.25,2.0645,11.0,3.0
4708,butterfly,5.51,2.4502,9.0,3.0
4709,buttering,0.27,1.1761,9.0,3.0
4710,buttermilk,1.22,1.7993,10.0,3.0
4711,butterscotch,0.49,1.415,12.0,3.0
4712,buttery,0.33,1.2553,7.0,3.0
4713,butting,1.45,1.8751,7.0,2.0
4714,buttock,0.33,1.2553,7.0,2.0
4715,buttocks,1.82,1.9731,8.0,2.0
4716,button,28.25,3.159,6.0,2.0
4717,buttoned,0.75,1.5911,8.0,2.0
4718,buttonhole,0.22,1.0792,10.0,3.0
4719,buttonholed,0.02,0.301,11.0,3.0
4720,buttonholes,0.06,0.6021,11.0,3.0
4721,buttons,8.71,2.6484,7.0,2.0
4722,buttress,0.04,0.4771,8.0,2.0
4723,buttressed,0.02,0.301,10.0,2.0
4724,buttresses,0.04,0.4771,10.0,3.0
4725,buttressing,0.02,0.301,11.0,3.0
4726,butts,5.73,2.4669,5.0,1.0
4727,buxom,0.1,0.7782,5.0,2.0
4728,buy,192.43,3.9919,3.0,1.0
4729,buyer,5.18,2.4232,5.0,2.0
4730,buyers,2.37,2.0864,6.0,2.0
4731,buying,32.92,3.2253,6.0,2.0
4732,buyout,0.22,1.0792,6.0,2.0
4733,buyouts,0.04,0.4771,7.0,2.0
4734,buys,7.06,2.5575,4.0,1.0
4735,buzzard,1.82,1.9731,7.0,2.0
4736,buzzards,1.45,1.8751,8.0,2.0
4737,buzzed,0.94,1.6902,6.0,1.0
4738,buzzer,3.94,2.3054,6.0,2.0
4739,buzzes,1.22,1.7993,6.0,2.0
4740,buzzing,4.33,2.3464,7.0,2.0
4741,buzzword,0.12,0.8451,8.0,2.0
4742,buzzwords,0.04,0.4771,9.0,2.0
4743,by,1340.47,4.8348,2.0,1.0
4744,bygone,0.25,1.1461,6.0,2.0
4745,bygones,3.41,2.243,7.0,2.0
4746,bylaw,0.12,0.8451,5.0,2.0
4747,bylaws,0.43,1.3617,6.0,2.0
4748,byline,0.39,1.3222,6.0,2.0
4749,bylines,0.04,0.4771,7.0,2.0
4750,bypass,3.57,2.2625,6.0,2.0
4751,bypassed,0.37,1.301,8.0,2.0
4752,bypasses,0.14,0.9031,8.0,3.0
4753,bypassing,0.22,1.0792,9.0,3.0
4754,byproduct,0.25,1.1461,9.0,3.0
4755,byproducts,0.24,1.1139,10.0,3.0
4756,bystander,0.88,1.6628,9.0,3.0
4757,bystanders,0.45,1.3802,10.0,3.0
4758,byte,0.12,0.8451,4.0,1.0
4759,byway,0.14,0.9031,5.0,2.0
4760,byways,0.18,1.0,6.0,2.0
4761,byword,0.04,0.4771,6.0,2.0
4762,cab,35.8,3.2617,3.0,1.0
4763,caba,0.04,0.4771,4.0,2.0
4764,cabal,0.25,1.1461,5.0,2.0
4765,caballero,0.41,1.3424,9.0,4.0
4766,cabana,0.9,1.6721,6.0,3.0
4767,cabanas,0.04,0.4771,7.0,3.0
4768,cabaret,2.25,2.0645,7.0,3.0
4769,cabarets,0.25,1.1461,8.0,3.0
4770,cabbage,2.9,2.1732,7.0,2.0
4771,cabbages,0.73,1.5798,8.0,3.0
4772,cabbie,1.39,1.8573,6.0,2.0
4773,cabbies,0.14,0.9031,7.0,2.0
4774,cabby,0.75,1.5911,5.0,2.0
4775,cabdriver,0.27,1.1761,9.0,3.0
4776,cabdrivers,0.02,0.301,10.0,3.0
4777,cabernet,0.53,1.4472,8.0,3.0
4778,cabernets,0.02,0.301,9.0,3.0
4779,cabin,19.65,3.0013,5.0,2.0
4780,cabinet,8.33,2.6294,7.0,3.0
4781,cabinets,1.2,1.7924,8.0,3.0
4782,cabins,0.94,1.6902,6.0,2.0
4783,cable,21.73,3.0449,5.0,2.0
4784,cabled,0.37,1.301,6.0,2.0
4785,cablegram,0.2,1.0414,9.0,3.0
4786,cables,2.16,2.0453,6.0,2.0
4787,caboodle,0.67,1.5441,8.0,3.0
4788,caboose,0.59,1.4914,7.0,2.0
4789,cabooses,0.16,0.9542,8.0,3.0
4790,cabs,2.14,2.0414,4.0,1.0
4791,cacciatore,0.24,1.1139,10.0,4.0
4792,cache,0.61,1.5051,5.0,1.0
4793,caches,0.06,0.6021,6.0,2.0
4794,cachet,0.18,1.0,6.0,2.0
4795,caching,0.02,0.301,7.0,2.0
4796,cackle,0.29,1.2041,6.0,2.0
4797,cackling,0.69,1.5563,8.0,3.0
4798,cacophony,0.25,1.1461,9.0,4.0
4799,cacti,0.08,0.699,5.0,2.0
4800,cactus,2.9,2.1732,6.0,2.0
4801,cad,1.04,1.7324,3.0,1.0
4802,cadaver,1.18,1.7853,7.0,3.0
4803,cadavers,0.71,1.5682,8.0,3.0
4804,caddies,0.04,0.4771,7.0,2.0
4805,caddy,2.84,2.1644,5.0,2.0
4806,cadence,0.29,1.2041,7.0,2.0
4807,cadences,0.02,0.301,8.0,3.0
4808,cadet,3.45,2.248,5.0,2.0
4809,cadets,1.43,1.8692,6.0,2.0
4810,cadmium,0.14,0.9031,7.0,3.0
4811,cadre,0.24,1.1139,5.0,2.0
4812,cadres,0.08,0.699,6.0,2.0
4813,cads,0.08,0.699,4.0,1.0
4814,cafe,5.06,2.4133,4.0,2.0
4815,cafes,0.31,1.2304,5.0,2.0
4816,cafeteria,5.67,2.4624,9.0,5.0
4817,cafeterias,0.08,0.699,10.0,5.0
4818,caffeine,2.94,2.179,8.0,2.0
4819,caftan,0.1,0.7782,6.0,2.0
4820,caftans,0.04,0.4771,7.0,2.0
4821,cage,20.27,3.0149,4.0,1.0
4822,caged,1.63,1.9243,5.0,1.0
4823,cages,2.43,2.0969,5.0,2.0
4824,cagey,0.57,1.4771,5.0,2.0
4825,cahoot,0.04,0.4771,6.0,2.0
4826,cahoots,0.63,1.5185,7.0,2.0
4827,cairn,0.06,0.6021,5.0,1.0
4828,cairns,0.02,0.301,6.0,1.0
4829,caisson,0.04,0.4771,7.0,2.0
4830,caissons,0.12,0.8451,8.0,2.0
4831,cajole,0.14,0.9031,6.0,2.0
4832,cajoled,0.06,0.6021,7.0,2.0
4833,cajoling,0.08,0.699,8.0,3.0
4834,cake,45.06,3.3615,4.0,1.0
4835,caked,0.18,1.0,5.0,1.0
4836,cakes,5.71,2.4654,5.0,1.0
4837,calamari,0.61,1.5051,8.0,4.0
4838,calamine,0.2,1.0414,8.0,3.0
4839,calamities,0.08,0.699,10.0,4.0
4840,calamitous,0.12,0.8451,10.0,4.0
4841,calcified,0.16,0.9542,9.0,3.0
4842,calcify,0.02,0.301,7.0,3.0
4843,calcite,0.08,0.699,7.0,2.0
4844,calcium,1.76,1.959,7.0,3.0
4845,calculate,2.08,2.0294,9.0,3.0
4846,calculated,2.35,2.0828,10.0,4.0
4847,calculates,0.2,1.0414,10.0,3.0
4848,calculating,1.18,1.7853,11.0,4.0
4849,calculation,0.63,1.5185,11.0,4.0
4850,calculations,2.33,2.0792,12.0,4.0
4851,calculator,1.29,1.8261,10.0,4.0
4852,calculators,0.2,1.0414,11.0,4.0
4853,calculus,0.92,1.6812,8.0,3.0
4854,caldera,0.12,0.8451,7.0,3.0
4855,calendar,7.12,2.5611,8.0,3.0
4856,calendars,0.67,1.5441,9.0,3.0
4857,calendula,0.04,0.4771,9.0,4.0
4858,calf,2.96,2.1818,4.0,1.0
4859,caliber,2.73,2.1461,7.0,3.0
4860,calibrate,0.24,1.1139,9.0,3.0
4861,calibrated,0.47,1.3979,10.0,4.0
4862,calibration,0.22,1.0792,11.0,4.0
4863,calico,0.31,1.2304,6.0,3.0
4864,calipers,0.02,0.301,8.0,3.0
4865,caliph,0.16,0.9542,6.0,2.0
4866,calisthenics,0.53,1.4472,12.0,4.0
4867,call,861.39,4.6428,4.0,1.0
4868,calla,0.22,1.0792,5.0,2.0
4869,called,340.02,4.2391,6.0,1.0
4870,caller,4.35,2.3483,6.0,2.0
4871,callers,0.82,1.6335,7.0,2.0
4872,calles,0.04,0.4771,6.0,1.0
4873,calligrapher,0.06,0.6021,12.0,4.0
4874,calligraphic,0.02,0.301,12.0,4.0
4875,calligraphy,0.55,1.4624,11.0,4.0
4876,calling,123.75,3.8002,7.0,2.0
4877,calliope,0.27,1.1761,8.0,4.0
4878,callous,0.98,1.7076,7.0,2.0
4879,calloused,0.16,0.9542,9.0,2.0
4880,callously,0.1,0.7782,9.0,3.0
4881,callousness,0.16,0.9542,11.0,3.0
4882,callow,0.25,1.1461,6.0,2.0
4883,calls,80.33,3.6126,5.0,1.0
4884,callus,0.22,1.0792,6.0,2.0
4885,calm,89.04,3.6572,4.0,1.0
4886,calmed,1.67,1.9345,6.0,1.0
4887,calmer,0.71,1.5682,6.0,2.0
4888,calming,1.12,1.7634,7.0,2.0
4889,calmly,2.43,2.0969,6.0,2.0
4890,calmness,0.1,0.7782,8.0,2.0
4891,calms,1.18,1.7853,5.0,1.0
4892,calor,0.02,0.301,5.0,2.0
4893,caloric,0.08,0.699,7.0,3.0
4894,calorie,0.24,1.1139,7.0,3.0
4895,calories,1.55,1.9031,8.0,3.0
4896,calves,1.61,1.9191,6.0,1.0
4897,calypsos,0.02,0.301,8.0,3.0
4898,camaraderie,0.53,1.4472,11.0,5.0
4899,cambrian,0.1,0.7782,8.0,3.0
4900,camcorder,0.63,1.5185,9.0,3.0
4901,camcorders,0.06,0.6021,10.0,3.0
4902,came,463.73,4.3738,4.0,1.0
4903,camel,5.02,2.4099,5.0,2.0
4904,camels,1.41,1.8633,6.0,2.0
4905,cameo,0.47,1.3979,5.0,3.0
4906,cameos,0.1,0.7782,6.0,3.0
4907,camera,57.0,3.4636,6.0,3.0
4908,cameraman,2.16,2.0453,9.0,4.0
4909,cameramen,0.35,1.2788,9.0,4.0
4910,cameras,17.94,2.9619,7.0,3.0
4911,camouflage,1.84,1.9777,10.0,3.0
4912,camouflaged,0.27,1.1761,11.0,3.0
4913,camouflaging,0.14,0.9031,12.0,4.0
4914,camp,51.22,3.4171,4.0,1.0
4915,campaign,16.78,2.933,8.0,2.0
4916,campaigned,0.24,1.1139,10.0,2.0
4917,campaigner,0.16,0.9542,10.0,3.0
